Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
wotwNLPlantedCucumber3HarvestPlayer,blocks,Block,KgNone,Cucumber (NL)(Harvest),,,,,
wotwNLPlantedCucumber3HarvestPlayerDesc,blocks,Block,KgNone,Cucumber (NL)(Harvest),,,,,
wotwNLPlantedCucumberFert1,blocks,Block,KgNone,Cucumber (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedCucumberFert2,blocks,Block,KgNone,Cucumber (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedCucumberFert3HarvestPlayer,blocks,Block,KgNone,Cucumber (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedCucumberFert3HarvestPlayerDesc,blocks,Block,KgNone,Cucumber (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedLeek1,blocks,Block,KgNone,Leek (NL)(Seed),,,,,
wotwNLPlantedLeek2,blocks,Block,KgNone,Leek (NL)(Growing),,,,,
wotwNLPlantedLeek3HarvestPlayer,blocks,Block,KgNone,Leek (NL)(Harvest),,,,,
wotwNLPlantedLeek3HarvestPlayerDesc,blocks,Block,KgNone,Leek (NL)(Harvest),,,,,
wotwNLPlantedLeekFert1,blocks,Block,KgNone,Leek (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedLeekFert2,blocks,Block,KgNone,Leek (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedLeekFert3HarvestPlayer,blocks,Block,KgNone,Leek (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedLeekFert3HarvestPlayerDesc,blocks,Block,KgNone,Leek (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedLettuce1,blocks,Block,KgNone,Lettuce (NL)(Seed),,,,,
wotwNLPlantedLettuce2,blocks,Block,KgNone,Lettuce (NL)(Growing),,,,,
wotwNLPlantedLettuce3HarvestPlayer,blocks,Block,KgNone,Lettuce (NL)(Harvest),,,,,
wotwNLPlantedLettuce3HarvestPlayerDesc,blocks,Block,KgNone,Lettuce (NL)(Harvest),,,,,
wotwNLPlantedLettuceFert1,blocks,Block,KgNone,Lettuce (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedLettuceFert2,blocks,Block,KgNone,Lettuce (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedLettuceFert3HarvestPlayer,blocks,Block,KgNone,Lettuce (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedLettuceFert3HarvestPlayerDesc,blocks,Block,KgNone,Lettuce (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedMelon1,blocks,Block,KgNone,Melon (NL)(Seed),,,,,
wotwNLPlantedMelon2,blocks,Block,KgNone,Melon (NL)(Growing),,,,,
wotwNLPlantedMelon3HarvestPlayer,blocks,Block,KgNone,Melon (NL)(Harvest),,,,,
wotwNLPlantedMelon3HarvestPlayerDesc,blocks,Block,KgNone,Melon (NL)(Harvest),,,,,
wotwNLPlantedMelonFert1,blocks,Block,KgNone,Melon (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedMelonFert2,blocks,Block,KgNone,Melon (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedMelonFert3HarvestPlayer,blocks,Block,KgNone,Melon (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedMelonFert3HarvestPlayerDesc,blocks,Block,KgNone,Melon (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedOnion1,blocks,Block,KgNone,Onion (NL)(Seed),,,,,
wotwNLPlantedOnion2,blocks,Block,KgNone,Onion (NL)(Growing),,,,,
wotwNLPlantedOnion3HarvestPlayer,blocks,Block,KgNone,Onion (NL)(Harvest),,,,,
wotwNLPlantedOnion3HarvestPlayerDesc,blocks,Block,KgNone,Onion (NL)(Harvest),,,,,
wotwNLPlantedOnionFert1,blocks,Block,KgNone,Onion (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedOnionFert2,blocks,Block,KgNone,Onion (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedOnionFert3HarvestPlayer,blocks,Block,KgNone,Onion (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedOnionFert3HarvestPlayerDesc,blocks,Block,KgNone,Onion (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedCocoa1,blocks,Block,KgNone,Cocoa (NL)(Seed),,,,,
wotwNLPlantedCocoa2,blocks,Block,KgNone,Cocoa (NL)(Growing),,,,,
wotwNLPlantedCocoa3HarvestPlayer,blocks,Block,KgNone,Cocoa (NL)(Harvest),,,,,
wotwNLPlantedCocoa3HarvestPlayerDesc,blocks,Block,KgNone,Cocoa (NL)(Harvest),,,,,
wotwNLPlantedCocoaFert1,blocks,Block,KgNone,Cocoa (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedCocoaFert2,blocks,Block,KgNone,Cocoa (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedCocoaFert3HarvestPlayer,blocks,Block,KgNone,Cocoa (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedCocoaFert3HarvestPlayerDesc,blocks,Block,KgNone,Cocoa (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedPepper1,blocks,Block,KgNone,Pepper (NL)(Seed),,,,,
wotwNLPlantedPepper2,blocks,Block,KgNone,Pepper (NL)(Growing),,,,,
wotwNLPlantedPepper3HarvestPlayer,blocks,Block,KgNone,Pepper (NL)(Harvest),,,,,
wotwNLPlantedPepper3HarvestPlayerDesc,blocks,Block,KgNone,Pepper (NL)(Harvest),,,,,
wotwNLPlantedPepperFert1,blocks,Block,KgNone,Pepper (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedPepperFert2,blocks,Block,KgNone,Pepper (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedPepperFert3HarvestPlayer,blocks,Block,KgNone,Pepper (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedPepperFert3HarvestPlayerDesc,blocks,Block,KgNone,Pepper (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedMoss1,blocks,Block,KgNone,Moss (NL)(Seed),,,,,
wotwNLPlantedMoss2,blocks,Block,KgNone,Moss (NL)(Growing),,,,,
wotwNLPlantedMoss3HarvestPlayer,blocks,Block,KgNone,Moss (NL)(Harvest),,,,,
wotwNLPlantedMoss3HarvestPlayerDesc,blocks,Block,KgNone,Moss (NL)(Harvest),,,,,
wotwNLPlantedMossFert1,blocks,Block,KgNone,Moss (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedMossFert2,blocks,Block,KgNone,Moss (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedMossFert3HarvestPlayer,blocks,Block,KgNone,Moss (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedMossFert3HarvestPlayerDesc,blocks,Block,KgNone,Moss (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedMushroom1,blocks,Block,KgNone,Mushroom (NL)(Seed),,,,,
wotwNLPlantedMushroom2,blocks,Block,KgNone,Mushroom (NL)(Growing),,,,,
wotwNLPlantedMushroom3HarvestPlayer,blocks,Block,KgNone,Mushroom (NL)(Harvest),,,,,
wotwNLPlantedMushroom3HarvestPlayerDesc,blocks,Block,KgNone,Mushroom (NL)(Harvest),,,,,
wotwNLPlantedMushroomFert1,blocks,Block,KgNone,Mushroom (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedMushroomFert2,blocks,Block,KgNone,Mushroom (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedMushroomFert3HarvestPlayer,blocks,Block,KgNone,Mushroom (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedMushroomFert3HarvestPlayerDesc,blocks,Block,KgNone,Mushroom (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedYucca1,blocks,Block,KgNone,Yucca (NL)(Seed),,,,,
wotwNLPlantedYucca2,blocks,Block,KgNone,Yucca (NL)(Growing),,,,,
wotwNLPlantedYucca3HarvestPlayer,blocks,Block,KgNone,Yucca (NL)(Harvest),,,,,
wotwNLPlantedYucca3HarvestPlayerDesc,blocks,Block,KgNone,Yucca (NL)(Harvest),,,,,
wotwNLPlantedYuccaFert1,blocks,Block,KgNone,Yucca (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedYuccaFert2,blocks,Block,KgNone,Yucca (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedYuccaFert3HarvestPlayer,blocks,Block,KgNone,Yucca (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedYuccaFert3HarvestPlayerDesc,blocks,Block,KgNone,Yucca (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedCotton1,blocks,Block,KgNone,Cotton (NL)(Seed),,,,,
wotwNLPlantedCotton2,blocks,Block,KgNone,Cotton (NL)(Growing),,,,,
wotwNLPlantedCotton3HarvestPlayer,blocks,Block,KgNone,Cotton (NL)(Harvest),,,,,
wotwNLPlantedCotton3HarvestPlayerDesc,blocks,Block,KgNone,Cotton (NL)(Harvest),,,,,
wotwNLPlantedCottonFert1,blocks,Block,KgNone,Cotton (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedCottonFert2,blocks,Block,KgNone,Cotton (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedCottonFert3HarvestPlayer,blocks,Block,KgNone,Cotton (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedCottonFert3HarvestPlayerDesc,blocks,Block,KgNone,Cotton (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedCoffee1,blocks,Block,KgNone,Coffee (NL)(Seed),,,,,
wotwNLPlantedCoffee2,blocks,Block,KgNone,Coffee (NL)(Growing),,,,,
wotwNLPlantedCoffee3HarvestPlayer,blocks,Block,KgNone,Coffee (NL)(Harvest),,,,,
wotwNLPlantedCoffee3HarvestPlayerDesc,blocks,Block,KgNone,Coffee (NL)(Harvest),,,,,
wotwNLPlantedCoffeeFert1,blocks,Block,KgNone,Coffee (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedCoffeeFert2,blocks,Block,KgNone,Coffee (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedCoffeeFert3HarvestPlayer,blocks,Block,KgNone,Coffee (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedCoffeeFert3HarvestPlayerDesc,blocks,Block,KgNone,Coffee (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedGoldenrod1,blocks,Block,KgNone,Goldenrod (NL)(Seed),,,,,
wotwNLPlantedGoldenrod2,blocks,Block,KgNone,Goldenrod (NL)(Growing),,,,,
wotwNLPlantedGoldenrod3HarvestPlayer,blocks,Block,KgNone,Goldenrod (NL)(Harvest),,,,,
wotwNLPlantedGoldenrod3HarvestPlayerDesc,blocks,Block,KgNone,Goldenrod (NL)(Harvest),,,,,
wotwNLPlantedGoldenrodFert1,blocks,Block,KgNone,Goldenrod (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedGoldenrodFert2,blocks,Block,KgNone,Goldenrod (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedGoldenrodFert3HarvestPlayer,blocks,Block,KgNone,Goldenrod (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedGoldenrodFert3HarvestPlayerDesc,blocks,Block,KgNone,Goldenrod (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedAloe1,blocks,Block,KgNone,Aloe (NL)(Seed),,,,,
wotwNLPlantedAloe2,blocks,Block,KgNone,Aloe (NL)(Growing),,,,,
wotwNLPlantedAloe3HarvestPlayer,blocks,Block,KgNone,Alow (NL)(Harvest),,,,,
wotwNLPlantedAloe3HarvestPlayerDesc,blocks,Block,KgNone,Alow (NL)(Harvest),,,,,
wotwNLPlantedAloeFert1,blocks,Block,KgNone,Aloe (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedAloeFert2,blocks,Block,KgNone,Aloe (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedAloeFert3HarvestPlayer,blocks,Block,KgNone,Alow (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedAloeFert3HarvestPlayerDesc,blocks,Block,KgNone,Alow (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedBlueberry1,blocks,Block,KgNone,Blueberry (NL)(Seed),,,,,
wotwNLPlantedBlueberry2,blocks,Block,KgNone,Blueberry (NL)(Growing),,,,,
wotwNLPlantedBlueberry3HarvestPlayer,blocks,Block,KgNone,Blueberry (NL)(Harvest),,,,,
wotwNLPlantedBlueberry3HarvestPlayerDesc,blocks,Block,KgNone,Blueberry (NL)(Harvest),,,,,
wotwNLPlantedBlueberryFert1,blocks,Block,KgNone,Blueberry (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedBlueberryFert2,blocks,Block,KgNone,Blueberry (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedBlueberryFert3HarvestPlayer,blocks,Block,KgNone,Blueberry (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedBlueberryFert3HarvestPlayerDesc,blocks,Block,KgNone,Blueberry (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedPotato1,blocks,Block,KgNone,Potato (NL)(Seed),,,,,
wotwNLPlantedPotato2,blocks,Block,KgNone,Potato (NL)(Growing),,,,,
wotwNLPlantedPotato3HarvestPlayer,blocks,Block,KgNone,Potato (NL)(Harvest),,,,,
wotwNLPlantedPotato3HarvestPlayerDesc,blocks,Block,KgNone,Potato (NL)(Harvest),,,,,
wotwNLPlantedPotatoFert1,blocks,Block,KgNone,Potato (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedPotatoFert2,blocks,Block,KgNone,Potato (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedPotatoFert3HarvestPlayer,blocks,Block,KgNone,Potato (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedPotatoFert3HarvestPlayerDesc,blocks,Block,KgNone,Potato (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedChrysanthemum1,blocks,Block,KgNone,Chrysanthemum (NL)(Seed),,,,,
wotwNLPlantedChrysanthemum2,blocks,Block,KgNone,Chrysanthemum (NL)(Growing),,,,,
wotwNLPlantedChrysanthemum3HarvestPlayer,blocks,Block,KgNone,Chrysanthemum (NL)(Harvest),,,,,
wotwNLPlantedChrysanthemum3HarvestPlayerDesc,blocks,Block,KgNone,Chrysanthemum (NL)(Harvest),,,,,
wotwNLPlantedChrysanthemumFert1,blocks,Block,KgNone,Chrysanthemum (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedChrysanthemumFert2,blocks,Block,KgNone,Chrysanthemum (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedChrysanthemumFert3HarvestPlayer,blocks,Block,KgNone,Chrysanthemum (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedChrysanthemumFert3HarvestPlayerDesc,blocks,Block,KgNone,Chrysanthemum (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedCorn1,blocks,Block,KgNone,Corn (NL)(Seed),,,,,
wotwNLPlantedCorn2,blocks,Block,KgNone,Corn (NL)(Growing),,,,,
wotwNLPlantedCorn3HarvestPlayer,blocks,Block,KgNone,Corn (NL)(Harvest),,,,,
wotwNLPlantedCorn3HarvestPlayerDesc,blocks,Block,KgNone,Corn (NL)(Harvest),,,,,
wotwNLPlantedCornFert1,blocks,Block,KgNone,Corn (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedCornFert2,blocks,Block,KgNone,Corn (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedCornFert3HarvestPlayer,blocks,Block,KgNone,Corn (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedCornFert3HarvestPlayerDesc,blocks,Block,KgNone,Corn (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedGraceCorn1,blocks,Block,KgNone,Super Corn (NL)(Seed),,,,,
wotwNLPlantedGraceCorn2,blocks,Block,KgNone,Super Corn (NL)(Growing),,,,,
wotwNLPlantedGraceCorn3HarvestPlayer,blocks,Block,KgNone,Super Corn (NL)(Harvest),,,,,
wotwNLPlantedGraceCorn3HarvestPlayerDesc,blocks,Block,KgNone,Super Corn (NL)(Harvest),,,,,
wotwPlantedGraceCornFert1,blocks,Block,KgNone,Super Corn (NL)(Fertilized)(Seed),,,,,
wotwPlantedGraceCornFert2,blocks,Block,KgNone,Super Corn (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedGraceCornFert3HarvestPlayer,blocks,Block,KgNone,Super Corn (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedGraceCornFert3HarvestPlayerDesc,blocks,Block,KgNone,Super Corn (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedHop1,blocks,Block,KgNone,Hop (NL)(Seed),,,,,
wotwNLPlantedHop2,blocks,Block,KgNone,Hop (NL)(Growing),,,,,
wotwNLPlantedHop3HarvestPlayer,blocks,Block,KgNone,Hop (NL)(Harvest),,,,,
wotwNLPlantedHop3HarvestPlayerDesc,blocks,Block,KgNone,Hop (NL)(Harvest),,,,,
wotwNLPlantedHopFert1,blocks,Block,KgNone,Hop (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedHopFert2,blocks,Block,KgNone,Hop (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedHopFert3HarvestPlayer,blocks,Block,KgNone,Hop (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedHopFert3HarvestPlayerDesc,blocks,Block,KgNone,Hop (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedPumpkin1,blocks,Block,KgNone,Pumpkin (NL)(Seed),,,,,
wotwNLPlantedPumpkin2,blocks,Block,KgNone,Pumpkin (NL)(Growing),,,,,
wotwNLPlantedPumpkin3HarvestPlayer,blocks,Block,KgNone,Pumpkin (NL)(Harvest),,,,,
wotwNLPlantedPumpkin3HarvestPlayerDesc,blocks,Block,KgNone,Pumpkin (NL)(Harvest),,,,,
wotwNLPlantedPumpkinFert1,blocks,Block,KgNone,Pumpkin (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedPumpkinFert2,blocks,Block,KgNone,Pumpkin (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedPumpkinFert3HarvestPlayer,blocks,Block,KgNone,Pumpkin (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedPumpkinFert3HarvestPlayerDesc,blocks,Block,KgNone,Pumpkin (NL)(Fertilized)(Harvest),,,,,

treeBirdnest,blocks,Block,KgNone,Birdnest Tree,,,,,
treeBirdnestDesc,blocks,Block,KgNone,"Over time a bird will make a nest here, where you can check for feathers and eggs.\n\n[669966]Crafted at Mortar & Pestle[-]",,,,,
treeBirdnestLoot,blocks,Block,KgNone,Birdnest Tree (Loot),,,,,
wotwCntBirdnestEmpty,blocks,Block,KgNone,Bird Nest (Empty),,,,,
carCustomHarvested,blocks,Block,KgNone,Harvested Custom Car,,,,,
CustomCarHelper,blocks,Block,KgNone,Custom Car Helper,,,,,
randomWildernessCarsHelper,blocks,Block,KgNone,Random Wilderness Cars Helper,,,,,
carAmbulance,blocks,Block,KgNone,Ambulance,,,,,
carECOSedanBlue,blocks,Block,KgNone,Black Sports Car,,,,,
carECOSedanRed,blocks,Block,KgNone,Red Sports Car,,,,,
carECOSedanTan,blocks,Block,KgNone,Silver Sedan,,,,,
carFireTruck,blocks,Block,KgNone,Firetruck,,,,,
carMilitaryVehicle,blocks,Block,KgNone,Military Vehicle,,,,,
carPoliceHelicopter,blocks,Block,KgNone,Police Helicopter,,,,,
carPoliceInterceptor,blocks,Block,KgNone,White Sports Car,,,,,
carPostApocalypticTruck,blocks,Block,KgNone,Green Sports Car,,,,,
carSemiTruck,blocks,Block,KgNone,Semi Truck,,,,,
carTowTruck,blocks,Block,KgNone,Tow Truck,,,,,
carWreckedTruck,blocks,Block,KgNone,Wrecked Truck,,,,,
FireTrap,blocks,Block,KgNone,Fire Trap,,,,,
FireTrapDesc,blocks,Block,KgNone,"Place this fire trap on the ground and watch your enemies burn as they walk over it.  Can be repaired with gas cans.\n\n[669966]Crafted at Workbench[-]",,,,,
FireTrap(HalfCapacity),blocks,Block,KgNone,Fire Trap (Half Capacity),,,,,
FireTrap(Empty),blocks,Block,KgNone,Fire Trap (Empty),,,,,
SpeedTrapSet,blocks,Block,KgNone,Speed Trap (Set),,,,,
SpeedTrapSetDesc,blocks,Block,KgNone,"Once this set trap is placed, as soon as a enemy walks over, it will release spikes slowing them down.\n\n[669966]Crafted at Workbench[-]",,,,,
SpeedTrap,blocks,Block,KgNone,Speed Trap (Released),,,,,
SpeedTrapBroken,blocks,Block,KgNone,Speed Trap (Broken),,,,,
ExplosiveSpeedTrap,blocks,Block,KgNone,Explosive Speed Trap,,,,,
ExplosiveSpeedTrapDesc,blocks,Block,KgNone,"Place this block on the ground for it to 'grow' a explosive mine right above it.  A new mine will appear awhile later.\n\n[669966]Crafted at Workbench[-]",,,,,
explosiveSpeedTrapMine,blocks,Block,KgNone,Explosive Speed Trap (Mine),,,,,
FireSpeedTrap,blocks,Block,KgNone,Fire Speed Trap,,,,,
FireSpeedTrapDesc,blocks,Block,KgNone,"Place this block to slow and burn enemies that walk over it.\n\n[669966]Crafted at Workbench[-]",,,,,
wotwTrapSpikesSteelNew,blocks,block,KgNone,Steel Spikes Trap,,,,,
wotwTrapSpikesTungstenNew,blocks,Block,KgNone,Tungsten Spikes Trap,,,,,
wotwTrapSpikesDamageIronNew,blocks,Block,KgNone,Iron Spikes,,,,,
wotwTrapSpikesDamageIronNewDesc,blocks,Block,KgNone,"Iron spike traps can damage, cripple, even kill most enemies. Place them using the secondary action.",,,,,
wotwTrapSpikesDamageSteelNew,blocks,Block,KgNone,Steel Spikes,,,,,
wotwTrapSpikesDamageSteelNewDesc,blocks,Block,KgNone,"Steel spike traps can damage, cripple, even kill most enemies. Place them using the secondary action.",,,,,
wotwTrapSpikesDamageTungstenNew,blocks,Block,KgNone,Tungsten Spikes,,,,,
wotwTrapSpikesDamageTungstenNewDesc,blocks,Block,KgNone,"Tungsten spike traps can damage, cripple, even kill most enemies. Place them using the secondary action.",,,,,
wotwTrapBarbedSpikesWood,blocks,Block,KgNone,Wooden Barbed Wire Fence,,,,,
wotwTrapBarbedSpikesWoodDesc,blocks,Block,KgNone,"Barbed wire fences made from wood and iron can slow down enemies, making them easier to deal with. Place them by using the secondary action.",,,,,
wotwTrapBarbedSpikesIron,blocks,Block,KgNone,Iron Barbed Wire Fence,,,,,
wotwTrapBarbedSpikesIronDesc,blocks,Block,KgNone,"Barbed wire fences made from wood and iron can slow down enemies, making them easier to deal with. Place them by using the secondary action.",,,,,
wotwTrapBarbedSpikesSteel,blocks,Block,KgNone,Steel Barbed Wire Fence,,,,,
wotwTrapBarbedSpikesSteelDesc,blocks,Block,KgNone,"Barbed wire fences made from wood and steel can slow down enemies, making them easier to deal with. Place them by using the secondary action.",,,,,
wotwTrapBarbedSpikesTungsten,blocks,Block,KgNone,Tungsten Barbed Wire Fence,,,,,
wotwTrapBarbedSpikesTungstenDesc,blocks,Block,KgNone,"Barbed wire fences made from wood and tungsten can slow down enemies, making them easier to deal with. Place them by using the secondary action.",,,,,
wotwTrapBarbedWire,blocks,Block,KgNone,Barbed Wire Trap,,,,,
wotwTrapBarbedWireDesc,blocks,Block,KgNone,"A barbed wire trap will stop your enemy in its tracks while mildly damaging it.",,,,,
wotwExplosiveMine,blocks,Block,KgNone,Fire Mine,,,,,
wotwExplosiveMineDesc,blocks,Block,KgNone,"A fire mine that explodes into fire burning enemies in its path.\n\n[669966]Crafted at Workbench[-]",,,,,
deployHealth,blocks,Block,KgNone,Health Deploy,,,,,
deployHealthDesc,blocks,Block,KgNone,"After being placed open this workstation and insert fuel to light it.  With it running you will have a buff that will heal you over time.\n\n[669966]Crafted at Workbench[-]",,,,,
wotwTrapRabbitEmpty,blocks,Block,KgNone,Rabbit Trap (Empty),,,,,
wotwTrapRabbitSet,blocks,Block,KgNone,Rabbit Trap (Set),,,,,
wotwTrapRabbitFull,blocks,Block,KgNone,Rabbit Trap (Full),,,,,
paintingLeaf,blocks,Block,KgNone,Leaf Painting,,,,,
paintingKitten,blocks,Block,KgNone,Kitten Painting,,,,,
paintingLlama,blocks,Block,KgNone,Llama Painting,,,,,
paintingWatermelon,blocks,Block,KgNone,Watermelon Painting,,,,,
paintingMonaLisa,blocks,Block,KgNone,Mona Lisa Painting,,,,,
paintingMonarch,blocks,Block,KgNone,Monarch Painting,,,,,
paintingSunset,blocks,Block,KgNone,Sunset Painting,,,,,
paintingAmericanGothic,blocks,Block,KgNone,American Gothic Painting,,,,,
paintingHorse,blocks,Block,KgNone,Horse Painting,,,,,
rubberDucky,blocks,Block,KgNone,Rubber Ducky,,,,,
rubberDuckyWhite,blocks,Block,KgNone,Rubber Ducky (White),,,,,
rubberDuckyPink,blocks,Block,KgNone,Rubber Ducky (Pink),,,,,
rubberDuckyPurple,blocks,Block,KgNone,Rubber Ducky (Purple),,,,,
rubberDuckyOrange,blocks,Block,KgNone,Rubber Ducky (Orange),,,,,
rubberDuckyBlue,blocks,Block,KgNone,Rubber Ducky (Blue),,,,,
supplyCrateRandomLootHelper,blocks,Block,KgNone,Random Supply Crate Helper,,,,,
garageDoorHouse,blocks,Block,KgNone,House Garage Door (5 X 3),,,,,
garageDoorHouseDesc,blocks,Block,KgNone,"A garage door that can be opened and closed.  Can be locked.  Builder Class Exclusive.",,,,,
terrOreStoneTungstenRandom,blocks,Block,KgNone,= Tungsten Vein = Helper,,,,,
terrOreStoneTungstenRandomDesc,blocks,Block,KgNone,= Tungsten Vein = Helper,,,,,
terrOreStoneCopperZincRandom,blocks,Block,KgNone,= Copper/Zinc Vein = Helper,,,,,
terrOreStoneCopperZincRandomDesc,blocks,Block,KgNone,= Copper/Zinc Vein = Helper,,,,,
oreTungstenBoulder,blocks,Block,KgNone,Tungsten Ore Boulder,,,,,
oreTungstenBoulderDesc,blocks,Block,KgNone,Tungsten Node,,,,,
oreCopperZincBoulder,blocks,Block,KgNone,Copper/Zinc Ore Boulder,,,,,
oreCopperZincBoulderDesc,blocks,Block,KgNone,Copper/Zinc Node,,,,,
oreRandomBoulder,blocks,Block,KgNone,Random Ore Boulder,,,,,
oreRandomBoulderDesc,blocks,Block,KgNone,Random Ore Node,,,,,

oreIronBoulderDesc,blocks,Block,KgNone,"Iron Node",,,,,
oreLeadBoulderDesc,blocks,Block,KgNone,"Lead Node",,,,,
oreCoalBoulderDesc,blocks,Block,KgNone,"Coal Node",,,,,
orePotassiumNitrateBoulderDesc,blocks,Block,KgNone,"Potassium Nitrate Node",,,,,
oreShaleBoulderDesc,blocks,Block,KgNone,"Oil Shale Node",,,,,

oreSnowBoulder1,blocks,Block,KgNone,Snow Boulder,,,,,
oreSnowBoulder1Desc,blocks,Block,KgNone,Snow Boulder,,,,,
oreSnowBoulder2,blocks,Block,KgNone,Snow Boulder,,,,,
oreSnowBoulder2Desc,blocks,Block,KgNone,Snow Boulder,,,,,
oreSnowBoulder3,blocks,Block,KgNone,Snow Boulder,,,,,
oreSnowBoulder3Desc,blocks,Block,KgNone,Snow Boulder,,,,,
oreBurntBoulder1,blocks,Block,KgNone,Burnt Forest Boulder,,,,,
oreBurntBoulder1Desc,blocks,Block,KgNone,Burnt Forest Boulder,,,,,
oreBurntBoulder2,blocks,Block,KgNone,Burnt Forest Boulder,,,,,
oreBurntBoulder2Desc,blocks,Block,KgNone,Burnt Forest Boulder,,,,,
oreBurntBoulder3,blocks,Block,KgNone,Burnt Forest Boulder,,,,,
oreBurntBoulder3Desc,blocks,Block,KgNone,Burnt Forest Boulder,,,,,
oreDesertBoulder1,blocks,Block,KgNone,Desert Boulder,,,,,
oreDesertBoulder1Desc,blocks,Block,KgNone,Desert Boulder,,,,,
oreDesertBoulder2,blocks,Block,KgNone,Desert Boulder,,,,,
oreDesertBoulder2Desc,blocks,Block,KgNone,Desert Boulder,,,,,
oreDesertBoulder3,blocks,Block,KgNone,Desert Boulder,,,,,
